STOCKHOLM SKAVSTA,SE,NYO,58.78860,16.91220
CARCASSONNE,FR,CCF,43.21599,2.30631
DENVER,US,DEN,39.86169,-104.67299
KRISTIANSUND,NO,KSU,63.11180,7.82452
LUXEMBOURG,LU,LUX,49.62333,6.20444
LUBLIN,PL,LUZ,51.24027,22.71361
CARACAS,VE,CCS,10.60311,-66.99058
THISTED,DK,TED,57.06880,8.70522
WIEN (VIENNA),AT,VIE,48.11029,16.56970
GLASGOW,GB,GLA,55.87189,-4.43306
MARRAKESH,MA,RAK,31.60689,-8.03629
SAARBRUECKEN,DE,SCN,49.21459,7.10950
IVANO FRANKIVSK,UA,IFO,48.88417, 24.68611
